WEAPON_SOURCE_COUNTRY,WEAPON_DEPLOYMENT_LOCATION,Data.Source,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Magnitude.Body,Data.Magnitude.Surface,Location.Cordinates.Depth,Data.Yeild.Lower,Data.Yeild.Upper,data_Purpose,Data.Name,Data.Type,Date.Day,Date.Month,Date_Year
USA,Nts,ISC,37.16,-116.07,5.6,0,0,20,200,wr,Agile,Shaft,23,2,1967
USSR,Semi Kazakh,ISC,49.79,78.14,6,0,0,20,150,Fms,Nan,Tunnel,26,2,1967
USA,Nts,ISC,37.11,-116.11,0,0,0,0,20,wr,Rivet Iii,Shaft,2,3,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Mushroom,Shaft,3,3,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Fizz,Shaft,10,3,1967
USSR,Semi Kazakh,ISC,49.78,78.06,5.3,0,0,0.001,20,wr,Nan,Tunnel,25,3,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Oakland,Shaft,4,4,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hellman,Shaft,6,4,1967
USA,Nts,ISC,36.92,-116.42,0,0,0,0,20,wr,Fawn,Shaft,7,4,1967
USSR,Semi Kazakh,ISC,49.76,78.23,6.3,0,0,20,150,Pne,Nan,Tunnel,20,4,1967
USA,Nts,ISC,36.98,-116.08,0,0,0,0,20,wr,Chocolate,Shaft,21,4,1967
USA,Nts,ISC,37.1,-116.1,0,0,0,0,20,wr,Effendi,Shaft,27,4,1967
USA,Nts,ISC,37.04,-116.02,4.9,0,0,20,200,wr,Mickey,Shaft,10,5,1967
USA,Nts,ISC,37.16,-116.06,5.8,0,0,250,250,wr,Commodore,Shaft,20,5,1967
USA,Nts,ISC,37.27,-116.35,5.7,0,0,155,155,wr,Scotch,Shaft,23,5,1967
USA,Nts,ISC,37.21,-116.5,5.4,0,0,76,76,wr,Knickerbocker,Shaft,26,5,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Absinthe,Shaft,26,5,1967
USSR,Semi Kazakh,ISC,49.81,78.11,5.4,0,0,0,20,Pne,Nan,Tunnel,28,5,1967
FRANCE,Murueoa,DOE,-22,-139,0,0,0,0,20,wr,Altair,Balloon,5,6,1967
CHINA,Lop Nor,ISC,40.8,89.4,4.7,0,0,3300,3300,wr,Nan,Airdrop,17,6,1967
USA,Nts,ISC,37,-115.95,0,0,0,0,20,Pne:Plo,Switch,Shaft,22,6,1967
USA,Nts,ISC,37.15,-116.23,0,0,0,0,20,We,Midimist,Tunnel,26,6,1967
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Antares,Balloon,27,6,1967
USSR,Semi Kazakh,ISC,49.87,78.1,5.3,0,0,0.001,20,wr,Nan,Tunnel,29,6,1967
USA,Nts,ISC,37,-116.06,4.6,0,0,10,10,We,Umber,Shaft,29,6,1967
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Arcturus,Barge,2,7,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Vito,Shaft,14,7,1967
USSR,Semi Kazakh,ISC,49.88,78.16,5.4,0,0,0.001,20,Pne,Nan,Tunnel,15,7,1967
USA,Nts,ISC,37.07,-116.04,5,0,0,20,200,wr,Stanley,Shaft,27,7,1967
USSR,Semi Kazakh,ISC,49.82,78.05,5.3,0,0,0.001,20,wr,Nan,Tunnel,4,8,1967
USA,Nts,DIS,37.01,-116.15,0,0,0,0,20,wr,Gibson,Shaft,4,8,1967
USA,Nts,ISC,37.18,-116.05,0,0,0,0,20,wr,Washer,Shaft,10,8,1967
USA,Nts,ISC,36.96,-116.04,4.6,0,0,0,20,wr,Bordeaux,Shaft,18,8,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Lexington,Shaft,24,8,1967
USA,Nts,ISC,37.12,-116.12,5,0,0,0,20,We,Door Mist,Tunnel,31,8,1967
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,We,Nan,Tunnel,2,9,1967
USA,Nts,ISC,37.07,-116.07,5,0,0,20,200,We,Yard,Shaft,7,9,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Gilroy,Shaft,15,9,1967
USSR,Semi Kazakh,ISC,50.01,77.8,5.3,0,0,0.001,20,wr,Nan,Shaft,16,9,1967
USA,Nts,ISC,37,-116.12,0,0,0,2.2,2.2,Pne:Plo,Marvel,Shaft,21,9,1967
USSR,Semi Kazakh,ISC,50.02,77.72,5.2,0,0,10,10,wr,Nan,Shaft,22,9,1967
USA,Nts,ISC,37.1,-116,5.7,0,0,20,200,wr,Zaza,Shaft,27,9,1967
USSR,Tyumen Russ,DIS,57.69,65.27,0,0,0,0.3,0.3,Pne,Tavda,Shaft,6,10,1967
USSR,Semi Kazakh,ISC,49.8,78.03,5.6,0,0,0.001,20,Pne,Nan,Tunnel,17,10,1967
USA,Nts,ISC,37.09,-116.03,5.7,0,0,20,200,wr,Anpher,Shaft,18,10,1967
USSR,Nz Russ,ISC,73.4,54.42,5.9,0,0,20,1500,wr,Nan,Tunnel,21,10,1967
USA,Nts,ISC,36.99,-116.03,0,0,0,0,20,wr,Sazerac,Shaft,25,10,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Cognac,Shaft,25,10,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Worth,Shaft,25,10,1967
USSR,Semi Kazakh,ISC,49.81,78.02,5.3,0,0,0.001,20,wr,Nan,Tunnel,30,10,1967
USA,Nts,ISC,37.02,-116.06,5.1,0,0,0,20,wr,Cobbler,Shaft,8,11,1967
USSR,Semi Kazakh,ISC,49.93,77.4,4.8,0,0,0.001,20,wr,Nan,Shaft,22,11,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Polka,Shaft,6,12,1967
USSR,Semi Kazakh,ISC,49.88,78.21,5.4,0,0,0.001,20,wr,Nan,Tunnel,8,12,1967
USA,Farmingt Nm,ISC,36.67,-107.17,4.8,0,0,29,29,Pne:Plo,Gasbuggy,Shaft,10,12,1967
USA,Nts,ISC,37.01,-116.07,0,0,0,0,20,wr,Stilt,Shaft,15,12,1967
CHINA,Lop Nor,DOE,41.5,89,0,0,0,15,25,wr,Nan,Airdrop,24,12,1967
USSR,Semi Kazakh,ISC,49.74,78.32,5.1,0,0,0.001,20,Pne,Nan,Tunnel,7,1,1968
USA,Nts,ISC,37.23,-116.19,0,0,0,7.4,7.4,We,Hupmobile,Shaft,18,1,1968
USA,Nts,ISC,37.18,-114.12,0,0,0,20,200,wr,Staccato,Shaft,19,1,1968
USA,C. Nevada,DOE,38.65,-116.2,6.3,0,0,200,1000,wr,Faultless,Shaft,19,1,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Brush,Shaft,24,1,1968
USA,Nts,ISC,37.24,-116.45,0,0,0,2.3,2.3,Pne:Plo,Cabriolet,Crater,26,1,1968
USA,Nts,DIS,36.89,-116.12,0,0,0,0,20,wr,Mallet,Shaft,31,1,1968
USA,Nts,ISC,37.1,-116.02,5.8,0,0,20,200,wr,Knox,Shaft,21,2,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Torch,Shaft,21,2,1968
USA,Nts,ISC,37.12,-116.2,5,0,0,0,20,We,Dorsalfin,Tunnel,29,2,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Russet,Shaft,5,3,1968
USA,Nts,ISC,37.03,-116.38,0,0,0,1.1,1.1,Pne:Plo,Buggy A-E,Crater,12,3,1968
USA,Nts,DOE,37,-116,0,0,0.2,1.5,1.5,wr,Pommard,Shaft,14,3,1968
USA,Nts,ISC,37.3,-116.27,5.6,0,0,20,200,wr,Stinger,Shaft,22,3,1968
USA,Nts,ISC,36.83,-115.93,0,0,0,0,20,We,Milk Shake,Shaft,25,3,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bevel,Shaft,4,4,1968
USA,Nts,ISC,37.12,-116.08,4.6,0,0,0,200,wr,Noor/Throw,Shaft,10,4,1968
USA,Nts,ISC,37.1,-116.07,4.9,0,0,20,200,wr,Shuffle,Shaft,18,4,1968
USA,Nts,ISC,37.44,-116.19,0,0,0,0,20,Pne:V,Scroll,Shaft,23,4,1968
USSR,Semi Kazakh,ISC,49.84,78.07,5,0,0,0.001,20,wr,Nan,Tunnel,24,4,1968
USA,Nts,ISC,37.31,-116.41,6.2,0,0,1300,1300,wr,Boxcar,Shaft,26,4,1968
USA,Nts,DIS,37,-115.99,0,0,0,0,20,wr,Hatchet,Shaft,3,5,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Crock,Shaft,8,5,1968
USA,Nts,ISC,37.1,-116.06,4.7,0,0,20,200,wr,Clarksmobile,Shaft,17,5,1968
USSR,Pamuk Uzbek,ZAR,0,0,0,0,0,47,47,Pne,Nan,Shaft,21,5,1968
USSR,Semi Kazakh,MTM,0,0,0,0,0,0,0.001,wr,Nan,Tunnel,23,5,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Adze,Shaft,28,5,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Wembley,Shaft,5,6,1968
USA,Nts,ISC,37.2,-116.07,0,0,0,0,20,wr,Tub A-F,Shaft,6,6,1968
USSR,Semi Kazakh,ISC,49.8,78.13,5.2,0,0,0.001,20,wr,Nan,Tunnel,11,6,1968
USA,Nts,ISC,37.26,-116.27,5.9,0,0,20,200,wr,Rickey,Shaft,15,6,1968
USSR,Semi Kazakh,ISC,49.96,79.05,5.4,0,0,0.001,20,Fms,Nan,Shaft,19,6,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Funnel,Shaft,25,6,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Sevilla,Shaft,25,6,1968
USA,Nts,ISC,37.18,-116.48,5.3,0,0,20,200,wr,Chateaugay,Shaft,28,6,1968
USSR,Azgir Kazakh,ISC,47.85,47.72,5.5,0,0,27,27,Pne,Nan,Shaft,1,7,1968
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Capella,Balloon,7,7,1968
USSR,Semi Kazakh,ISC,49.77,78.09,5.3,0,0,0.001,20,wr,Nan,Tunnel,12,7,1968
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,1000,wr,Castor,Balloon,15,7,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Spud,Shaft,17,7,1968
USA,Nts,ISC,37.07,-116.07,0,0,0,20,200,wr,Tanya,Shaft,30,7,1968
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Pollux,Balloon,3,8,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Imp,Shaft,9,8,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Rack,Shaft,15,8,1968
USSR,Semi Kazakh,ISC,50,78.02,4.8,0,0,0,20,Sam,Nan,Tunnel,20,8,1968
USA,Nts,ISC,36.85,-115.9,0,0,0,0,20,We,Dianamoon,Shaft,27,8,1968
USA,Nts,ISC,37.28,-116.29,0,0,0,20,200,wr,Sled,Shaft,29,8,1968
USSR,Semi Kazakh,ISC,49.75,78.15,5.4,0,0,0.001,20,We,Nan,Tunnel,5,9,1968
USA,Nts,ISC,37.21,-116.08,5.5,0,0,20,200,wr,Noggin,Shaft,6,9,1968
USA,Nts,ISC,36.88,-115.91,5.8,0,0,0,20,wr,Knife A,Shaft,12,9,1968
USA,Nts,ISC,37.05,-116.13,5.1,0,0,20,200,Pne:Plo,Stoddard,Shaft,17,9,1968
USA,Nts,ISC,37.17,-116.27,5,0,0,0,20,We,Hudson Seal,Tunnel,24,9,1968
USSR,Semi Kazakh,ISC,49.82,78.18,6.3,0,0,60,60,We,Nan,Tunnel,29,9,1968
USA,Nts,ISC,37.02,-115.94,0,0,0,0,20,wr,Knife C,Shaft,3,10,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Welder,Shaft,3,10,1968
USA,Nts,DIS,36.99,-116.26,0,0,0,0,20,wr,Wat,Shaft,10,10,1968
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.24,0.24,Pne,Telkem,Shaft,21,10,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hula,Shaft,29,10,1968
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,29,10,1968
USA,Nts,DIS,36.87,-116.27,0,0,0,0,20,Se,Bit A-B,Shaft,31,10,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,File,Shaft,31,10,1968
USA,Nts,ISC,37.05,-116.08,0,0,0,20,200,wr,Crew,Shaft,4,11,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Crew 2-3,Shaft,4,11,1968
USSR,Nz Russ,ISC,73.39,54.58,6.1,0,0,0,1500,wr,Nan,Tunnel,7,11,1968
USSR,Semi Kazakh,ISC,49.76,78.06,4.9,0,0,0.001,20,Pne,Nan,Tunnel,9,11,1968
USSR,Semi Kazakh,MTM,37,78,0,0,0,0.24,0.24,Pne,Telkem-2,Shaft,12,11,1968
USA,Nts,ISC,37.02,-115.99,0,0,0,0,20,wr,Knife B,Shaft,15,11,1968
USA,Nts,DIS,37,-116.31,0,0,0,0,20,wr,Auger,Shaft,15,11,1968
USA,Nts,ISC,36.95,-116.18,4.9,0,0,0,20,We,Mingvase,Tunnel,20,11,1968
USA,Nts,ISC,37.13,-116.04,0,0,0,0,20,wr,Tinderbox,Shaft,22,11,1968
USA,Nts,ISC,37.28,-116.37,4.8,0,0,30,30,Pne:Plo,Schooner,Crater,8,12,1968
USA,Nts,ISC,37.02,-116.07,0,0,0,0,20,wr,Tyg A-F,Shaft,12,12,1968
USA,Nts,DIS,37.01,-116.11,0,0,0,0,20,wr,Scissors,Shaft,12,12,1968
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Bayleaf,Shaft,12,12,1968
USSR,Semi Kazakh,UGS,49.7,78.1,5.2,0,0,0.001,20,Pne,Nan,Tunnel,18,12,1968
USA,Nts,ISC,37.2,-116.5,6.3,0,0,1150,1150,wr,Benham,Shaft,19,12,1968
CHINA,Lop Nor,DOE,41.5,89,0,0,0,3000,3000,wr,Nan,Airdrop,27,12,1968
USA,Nts,ISC,37.14,-116.07,0,0,0,10,10,We,Packard,Shaft,15,1,1969
USA,Nts,ISC,37.19,-116.22,5.3,0,0,20,200,wr,Wineskin,Shaft,15,1,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Shave,Shaft,22,1,1969
USA,Nts,ISC,37.04,-115.99,4.9,0,0,20,200,wr,Vise,Shaft,30,1,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Biggin,Shaft,30,1,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Nipper,Shaft,4,2,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Winch,Shaft,4,2,1969
USA,Nts,ISC,37.15,-116.14,0,0,0,0,20,We,Cypresse,Tunnel,12,2,1969
USSR,Semi Kazakh,ISC,49.84,78.15,5.6,0,0,20,150,wr,Nan,Tunnel,7,3,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Valise,Shaft,18,3,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Chatty,Shaft,18,3,1969
USA,Nts,ISC,36.96,-116.02,4.4,0,0,0,20,wr,Barsac,Shaft,20,3,1969
USA,Nts,ISC,37.11,-116.08,4.9,0,0,0,100,wr,Coffer,Shaft,21,3,1969
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,4,4,1969
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Pne,Nan,Tunnel,13,4,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Gourd A/B,Shaft,24,4,1969
USA,Nts,ISC,37.05,-116.03,5.2,0,0,20,200,wr,Blenton,Shaft,30,4,1969
USA,Nts,ISC,37.05,-116.03,5.2,0,0,20,200,wr,Thistle,Shaft,30,4,1969
USA,Nts,ISC,37.25,-116.46,5.5,0,0,20,200,wr,Purse,Shaft,7,5,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Aliment,Shaft,15,5,1969
USSR,Semi Kazakh,ISC,49.78,78.16,5.2,0,0,0.001,20,wr,Nan,Tunnel,16,5,1969
USA,Nts,ISC,37.01,-116.03,5,0,0,20,200,wr,Torrido,Shaft,27,5,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Ipecac A-B,Shaft,27,5,1969
USSR,Semi Kazakh,ISC,50.01,77.81,5.3,0,0,0.001,20,wr,Nan,Shaft,31,5,1969
USA,Nts,ISC,36.95,-116.07,4.5,0,0,0,20,wr,Tapper,Shaft,12,6,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bowl 1-2,Shaft,26,6,1969
USSR,Semi Kazakh,ISC,49.76,78.2,5.2,0,0,0.001,20,Pne,Nan,Tunnel,4,7,1969
USA,Nts,ISC,37.07,-116.08,0,0,0,20,200,wr,Ildrim,Shaft,16,7,1969
USA,Nts,ISC,37.13,-116.07,5.5,0,0,20,200,wr,Hutch,Shaft,16,7,1969
USSR,Semi Kazakh,ISC,49.88,78.23,5.4,0,0,16,16,wr,Nan,Tunnel,23,7,1969
USA,Nts,ISC,37.2,-116.1,0,0,0,0,20,wr,Spider A-B,Tunnel,14,8,1969
USA,Nts,ISC,36.91,-116.01,0,0,0,0,20,wr,Pliers,Shaft,27,8,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Horehound,Shaft,27,8,1969
USSR,Perm Russ,ISC,57.35,54.77,4.8,0,0,7.6,7.6,Pne,Grifon,Shaft,2,9,1969
USSR,Perm Russ,ISC,51.31,55.03,4.8,0,0,7.6,7.6,Pne,Grifon,Shaft,8,9,1969
USA,Grand V Co,ISC,39.5,-107.88,5,0,0,40,40,Pne:Plo,Rulison,Shaft,10,9,1969
USSR,Semi Kazakh,ISC,49.77,78.03,5,0,0,0.001,20,Pne,Nan,Tunnel,11,9,1969
USA,Nts,ISC,36.84,-115.93,0,0,0,0,20,We,Minute Steak,Shaft,12,9,1969
USA,Nts,ISC,37.33,-116.43,6.1,0,0,0,1000,wr,Jorum,Shaft,16,9,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Kyack A-B,Shaft,20,9,1969
CHINA,Lop Nor,ISC,41.35,88.33,5.2,0,0,25,25,wr,Nan,Ug,22,9,1969
USSR,Stavro Russ,ISC,45.88,42.49,5.6,0,0,10,10,Pne,Nan,Shaft,26,9,1969
CHINA,Lop Nor,ISC,40.72,89.3,4.7,0,0,3000,3000,wr,Nan,Airdrop,29,9,1969
USSR,Semi Kazakh,ISC,49.81,78.18,5.2,0,0,0.001,20,wr,Nan,Tunnel,1,10,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Seaweed C-E,Shaft,1,10,1969
USA,Amchitka Ak,ISC,51.59,179.19,6.4,0,0,1000,1000,wr,Milrow,Shaft,2,10,1969
USA,Nts,ISC,37.23,-116.43,5.6,0,0,200,1000,wr,Pipkin,Shaft,8,10,1969
USSR,Nz Russ,ISC,73.39,54.5,6.3,0,0,20,1500,wr,Nan,Tunnel,14,10,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Seaweed B,Shaft,16,10,1969
USA,Nts,ISC,37.07,-116.04,0,0,0,11,11,wr,Cruet,Shaft,29,10,1969
USA,Nts,ISC,37.04,-116.16,0,0,0,16.7,16.7,wr,Pod A-D,Shaft,29,10,1969
USA,Nts,ISC,37.22,-116.09,0,0,0,110,110,wr,Calabash,Shaft,29,10,1969
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Sam,Nan,Tunnel,30,10,1969
USA,Nts,DOE,37,-116,0,0,0,1.7,1.7,wr,Scuttle,Shaft,13,11,1969
USA,Nts,ISC,36.98,-116.02,5,0,0,20,200,wr,Piccalilli,Shaft,21,11,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Planer,Shaft,21,11,1969
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Pne,Nan,Tunnel,27,11,1969
USSR,Semi Kazakh,ISC,49.94,78.98,6,0,0,125,125,wr,Nan,Shaft,30,11,1969
USA,Nts,ISC,37.13,-116.24,4.9,0,0,0,20,We,Dieseltrain,Tunnel,5,12,1969
USSR,Mangy Kazakh,ISC,43.79,54.75,5.8,0,0,30,30,Pne,Nan,Shaft,6,12,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Culaniro A-B,Shaft,10,12,1969
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Tun A-D,Shaft,10,12,1969
USA,Nts,ISC,37.06,-116,5.4,0,0,20,200,wr,Grape A,Shaft,17,12,1969
USA,Nts,ISC,36.9,-116.07,4.7,0,0,0,20,wr,Lovage,Shaft,17,12,1969
USA,Nts,ISC,37.09,-116.07,0,0,0,0,200,wr,Terrine W/Y,Shaft,18,12,1969
USSR,Semi Kazakh,ISC,49.98,77.79,5.7,0,0,40,40,wr,Nan,Shaft,28,12,1969
USSR,Semi Kazakh,ISC,49.7,78.2,5.1,0,0,0.001,20,Pne,Nan,Tunnel,29,12,1969
USA,Nts,ISC,37.11,-115.96,0,0,0,0,20,wr,Fob G/R/B,Shaft,23,1,1970
USSR,Semi Kazakh,ISC,49.84,78.27,5.5,0,0,0.001,20,We,Nan,Tunnel,29,1,1970
USA,Nts,ISC,36.98,-116.07,0,0,0,0,20,wr,Ajo,Shaft,30,1,1970
USA,Nts,ISC,37.09,-116.01,5.6,0,0,20,200,wr,Grape B,Shaft,4,2,1970
USA,Nts,DOE,37,-116,0,0,0,20,200,wr,Belen,Shaft,4,2,1970
USA,Nts,ISC,37.09,-116.05,0,0,0,25,25,wr,Labis,Shaft,5,2,1970
USA,Nts,ISC,37.13,-116.21,0,0,0,0,20,We,Dianamist,Tunnel,11,2,1970
USSR,Semi Kazakh,MTM,50,78,0,0,0,0,0.001,Sam,Nan,Tunnel,18,2,1970
USA,Nts,ISC,37.07,-115.98,0,0,0,20,200,wr,Cummarin,Shaft,25,2,1970
USA,Nts,ISC,37.11,-116.08,5.3,0,0,20,200,wr,Yannigan R/B/W,Shaft,26,2,1970
USA,Nts,ISC,37.14,-116.08,4.3,0,0,8.7,8.7,wr,Cyathus,Shaft,6,3,1970
USA,Nts,ISC,37.08,-116.05,0,0,0,0,20,Se,Arabis R/G/B,Shaft,6,3,1970
USA,Nts,ISC,36.93,-116.02,0,0,0,0,20,wr,Jal,Shaft,19,3,1970
USA,Nts,ISC,37.08,-116.03,0,0,0,20,200,wr,Shaper,Shaft,23,3,1970
USA,Nts,ISC,37.3,-116.49,6.4,0,0,1000,10000,wr,Handley,Shaft,26,3,1970
USSR,Semi Kazakh,ISC,49.77,78.11,5,0,0,0.001,20,Pne,Nan,Tunnel,27,3,1970
USA,Nts,ISC,37.03,-116.04,4.4,0,0,12.7,12.7,We,Snubber,Shaft,21,4,1970
USA,Nts,ISC,37.08,-116.1,4.6,0,0,20,200,wr,Can Green/Red,Shaft,21,4,1970
USA,Nts,ISC,37,-116.03,0,0,0,0,20,wr,Beebalm,Shaft,1,5,1970
USA,Nts,ISC,37.05,-116.02,4.3,0,0,0,20,wr,Hod Green/Red,Shaft,1,5,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Hod C Blue,Shaft,1,5,1970
USA,Nts,ISC,37.17,-116.19,5,0,0,0,20,We,Mintleaf,Tunnel,5,5,1970
USA,Nts,ISC,37,-116.2,0,0,0,0,20,Pne:V,Diamond Dust,Tunnel,12,5,1970
USA,Nts,ISC,37.16,-116.03,0,0,0,20,200,wr,Cornice Y/G,Shaft,15,5,1970
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,20,wr,Andromede,Balloon,15,5,1970
USA,Nts,ISC,37.04,-116.03,0,0,0,0,20,wr,Manzanas,Shaft,21,5,1970
USA,Nts,ISC,36.99,-116.05,5.1,0,0,20,200,wr,Morrones,Shaft,21,5,1970
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,1000,wr,Cassiopee,Balloon,22,5,1970
USA,Nts,UGS,37.2,-116.2,5,0,0,0,20,We,Hudson Moon,Tunnel,26,5,1970
USA,Nts,ISC,37.11,-116.03,5.5,0,0,0,105,Pne:Plo,Flask G/Y/R,Shaft,26,5,1970
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,27,5,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Piton A/B,Shaft,28,5,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Piton C,Shaft,28,5,1970
FRANCE,Fangataufa,UGS,-22.2,-138.8,4.7,0,0,0,1000,wr,Dragon,Balloon,30,5,1970
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,20,wr,Eridan,Balloon,24,6,1970
USSR,Orenbg Russ,ISC,52.2,55.7,4.9,0,0,2.3,2.3,Pne,Magistral,Shaft,25,6,1970
USA,Nts,ISC,37.08,-116.08,0,0,0,0,20,wr,Arnica Y/V,Shaft,26,6,1970
USSR,Semi Kazakh,ISC,49.83,78.22,5.7,0,0,20,150,wr,Nan,Tunnel,28,6,1970
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Pne,Nan,Tunnel,28,6,1970
FRANCE,Mururoa,ISC,-21.8,-139.2,4.8,0,0,0,1000,wr,Licorne,Balloon,3,7,1970
USSR,Semi Kazakh,ISC,49.95,77.77,5.4,0,0,0.001,20,wr,Nan,Shaft,21,7,1970
USSR,Semi Kazakh,ISC,49.82,78.18,5.3,0,0,0.001,20,wr,Nan,Tunnel,24,7,1970
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,20,wr,Pegase,Balloon,27,7,1970
FRANCE,Fangataufa,DOE,-22,-139,0,0,0,0,200,wr,Orion,Balloon,2,8,1970
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,1000,wr,Toucan,Balloon,6,8,1970
USSR,Semi Kazakh,ISC,49.77,78.1,5.4,0,0,0.001,20,wr,Nan,Tunnel,6,9,1970
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Pne,Nan,Tunnel,6,9,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Scree A/A/Ch,Shaft,13,10,1970
USSR,Nz Russ,ISC,73.31,54.89,6.6,0,0,150,1500,wr,Nan,Tunnel,14,10,1970
CHINA,Lop Nor,ISC,40.92,89.4,4.6,0,0,3400,3400,wr,Nan,Airdrop,14,10,1970
USA,Nts,ISC,37.03,-116,5.5,0,0,20,200,wr,Tijeras,Shaft,14,10,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Truchas Ch/Ch/R,Shaft,28,10,1970
USSR,Semi Kazakh,ISC,50,77.82,5.4,0,0,0.001,20,Pne,Nan,Shaft,4,11,1970
USA,Nts,ISC,36.98,-116.04,0,0,0,20,200,wr,Abeytas,Shaft,5,11,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Penasco,Shaft,19,11,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Corazon/Carrizo,Shaft,3,12,1970
USSR,Mangy Kazakh,ISC,43.87,54.78,6,0,0,80,80,Pne,Nan,Shaft,12,12,1970
USA,Nts,ISC,37.01,-115.94,5.2,0,0,20,200,wr,Artesia,Shaft,16,12,1970
USA,Nts,ISC,37.23,-116.05,5.1,0,0,0,20,wr,Avens A/A/A/C,Shaft,16,12,1970
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Canjilon,Shaft,16,12,1970
USSR,Semi Kazakh,ISC,49.73,78.17,5.4,0,0,20,150,wr,Nan,Tunnel,17,12,1970
